"Все хорошо.только проснулись.хорошо)))))"	1
"И не называй её так"	2
"Зай...а ты у меня самый самый лучший)"	1
"В новошахтинск едет "	0
"Да я то за собой смотрю....я ж не тряпка такой быть"	2
"Я за рулем. Перезвоню позже."	0
"Хорошо...внука они не увидят....я уезжаю тогда"	1
"Вот так вот,да)))"	1
"Серию номер паспорта скинь!"	0
"Я в трамвае"	0
"В понедельник 27 июня консультация в 10.00 в кабинете у Сергеева явка обязательна "	0
"Спасибо за поездку! Ваш бонусный баланс: 105"	1
"Смсками"	0
"Ната где договор?"	0
"Вас срочно просит позвонить абонент +79508779486"	2
"Вадик скобу на СТУПЕЦУ С ЛВК НЕ БРАЛ? Ельцов Виктор"	0
"Вас же уволили"	0
"А ты я смотрю уехал и в контакте и в одноклассника и в вотцапе сидишь.прям раздолье"	0
"Заказ ПЕА19242 прибыл на самовывоз Гордеевская 7 оф103, 88314290388 Выдаем пн-пт с 11 до 20, суб 11-16, воск выходной. Храним 7 дней Оплата наличными"	0
"ИДИСХОДИВДУШОТСТЫНЬ"	0
"Хорошо."	1
"я сказала что отвезут.Пусть едут"	0
"WZWZZZ9NZ3Y137176"	0
"На первом этаже говорю же) куплю"	1
"Ты куда ходил ?"	0
"Мне нужен остаток"	0
"Да.куплю все малышу,заплачу....и все расскажу что стоит и за что сколько заплатила,"	1
"Привет. С детьми до сих пор"	1
"89043179099"	0
"Щас курить пойду позвоню"	0
"Ой козаааааа))))"	1
"Ну да.я и говорю."	1
"Все ок?"	1
"Как оно самому???"	2
"На рабочее место явиться заранее"	2
"Могу сама позвониить"	0
"Рома надо 3 мЭРки."	0
"89649518847 Алия "	0
"Максим Сергеевич, это я Абдумажит, я смогу завтра прийти на вождение."	0
"Ладно"	1
"Лишних денег нет"	2
"Прошу Вас перезвонить мне на номер +79506384087"	1
"Обмен на. Ваз 21099 не.  интересует"	0
"Ну что там?("	2
"Пожалуйста, пополни мой счет"	1
"А если серьезно, ты свою мед карту хорошо должен знать, прежде чем что-то делать. Обсудим при встрече☺"	1
"На совещании. Позвони Алексею Милютенкову."	0
"Вроде растояние километров 700 утамила дорога? "	0
"Хреново будет звони"	0
"Давай завтра"	0
"Вам голосовое сообщение от этого абонента. 20/08 в 01:15Прослушать-600,в роуминге +79046000600"	0
"Я уже к тебе прибегала !Ты во сколько на работе будешь? "	1
"ВЫ ГДЕ??"	2
"Эргоферон,ромашку и заплати за инет,а то скучно!игорю лучше,он играет"	1
"Просто если там таксисты будут ,я с ними могу поехать ,чтоб не ждать"	2
"Сода пемолюксГубка для мытья посуды Тунец в масле шпроты Луковицы 2 штуки Необходимое для супа"	0
"Либо я не поняла твоего вопроса,либо ты его неправильно задал"	2
"Ваша просьба перезвонить получена . Пополняйте баланс без комиссии на oplata.beeline.ru и оставайтесь всегда на связи!"	0
"Позвони когда приедешь "	2
"Хорошо, я уже договорился с другом, он в районе 8 подъедет на машине"	1
"Я Вам звонил(а) 12/09 в 18:05."	0
"Привет.Дмитрий Шнякин,Сдаплатой Посмотришь??boliso.ml"	1
"Зачем так поздно???"	2
"Едь 3а мной"	2
"Вам голосовое сообщение от этого абонента. 16/09 в 17:57Прослушать-600,в роуминге +79028300017"	0
"Ты куришь не помню"	2
"Вам голосовые сообщения от этого абонента. 12/10 в 21:5012/10 в 22:0812/10 в 23:0213/10 в 22:33Прослушать-600,в роуминге +79028300017"	0
"Зачем звонишь и сбрасываешь??"	2
"Ч тебе говорила что мне кроме мужа и сына мужчины вообще не интересует ну тебе то нужно меня в чем то обвинить,так ты решил эту свою параидальную мысль развить"	2
"Мама приедет 1 октября"	0
"Гришулькин, не умирай за билеты. А вообще Удачи!!!! "	1
"Не могу ответить. Перезвоню позже."	2
"привет. Скоро отбой а  ты до сих пор занят.!?"	2
"Технология сварочного переходника дипломная работа"	0
"Спроси "	2
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Пропущен вызов от абонента +79508061957. Время вызова 14:12 05.08.2015"	0
"Привет! Как дела?! "	1
"У Вас есть один пропущенный вызов 04.10.2016 в 17:35."	0
"Ну да доктор с тебя ничего))) я страдала по бывшему что в постели нет лучше, а оказываеться не все потеряно, надо оказываеться чаще гулять и пробовать:-D"	1
"Абонент +79631199990 звонил Вам 1 раз(а), последний звонок 15/07 21:01.МТС."	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Спокойной ночки, лапушок)))O:-)  я тебя очень люблю!!! :-* :-* :-* "	1
"+7 (905) 210-72-10Черный 8р -2тнАл 65р -150кг1500р вывоз .Зольная 11"	0
"Зайка, купи 2 огурчика"	1
" Скучаем. Я хотела, чтобы ты меня на Пионерскую отвез. Мне по делу нужно, заодно у бабушке заехать, чемодан отдать."	1
"Нет,как всегда это произошло во сне"	2
"Я Вам звонил(а) 12/06 в 05:40."	0
"А кредитные деньги мне нужны чтоб когда придёт зарплата мамина 6 она не снимала.а они остались на карточке и снялись бы в день кредита.а эти что мама отдаст она б жила на них"	2
"Вас срочно просит позвонить абонент +79508779486"	2
"Ну и отлично! Не смею больше задерживать "	1
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Восточная хрень:-D "	1
"Оставь мне 3к. Мне нужно купить штаны"	2
"Наташ. Что по оплате тверского? Просрочка более 60 дней?"	0
"А я нет.тебя ждала чтобы с лююимым вместе покушать."	0
"Если че пятницу позвонишь если заказы много будет"	0
"Я не могу до вас дозвониться.перезвоните,пожалуйста.я по поводу аренды кафе"	1
"Долго тусили?"	0
"ты про меня забыл?"	0
"Я на совещании "	0
"Сереж отработал?"	0
"Чего делаешь"	0
"Мы выехали туда короче, если собираетесь, то можете двигать минут через 10. Можем раньше начать"	0
"Не злись , пожалуйста"	1
"У Вас есть один пропущенный вызов 03.09.2016 в 14:13."	0
"Доставлено. Наберите 00079508996548 для вызова за счет абонента."	0
"Завтра едишь? "	0
"Почему?"	0
"Миха заедишь в аптеку ладно"	0
"Если я не могла ответить...или ты думаешь у меня перед рабочим днём дел нет. Сын лежит пиленки обписивает,а я тармозок готовлю на завтра,а ты что делаешь???"	2
"Лекарства 2000,одежда 1700,на комбинезон отложила, 2700 заплатила за квартиру,на кашу памперсы 1600"	0
"Доброе утрице.спалось хорошо,еле на работу встала.тебе как?сын хорошо уходила игрался"	1
"ЕСЛИ ЕСТЬ ЖЕЛАНИЯ СЕРЕГА"	0
"На меня?"	0
"Прошу Вас перезвонить мне на номер +79506384087"	1
"Не знаю, а что?"	2
"Выходи."	0
"Ты как всегда"	0
"Попробуйте бесплатные видеозвонки в ICQ https://icq.com/invite/696181662"	0
"Ну так и скажи что не хочешь"	2
"Вчера????хорошо"	2
"Где едешь?)"	1
"У вас 1 голосовых сообщений. Для доступа наберите 0525, в роуминге *125#"	0
"Че молчишь"	0
"А можно меня понять?"	0
"Я нашёл их уже"	0
"Да, спасибо"	1
"Сделай пожалуйста планы рейды, на 15, 16, и 17, Смирнов завтра выходной, потанин с Вовченко, Никитин с Кухтиным"	0
"Привет!Мы в Петергоф поплыли,пока дождя нет."	1
"Я Вам звонил(а) 01/10 в 12:50."	0
"А в 13 30- начало? "	0
"Когда будут доки с отметками по тх А.Афанасьев?"	0
"Гарнерелы,мейкоплазмы,уреоплазмы"	0
"Ага значит щас я тебе не нравлюсь,я поняла.только сам маме скажи чтоб она дала,я просить не буду"	2
"вроде"	0
"Удачи тебе на матче"	1
"Вопрос"	0
"Спасибо моя конфетка "	1
"Пять минут паркуется"	0
"Круто"	1
"выходи"	0
"Ну вот, стало грустно( тебя нет рядом...люблю, уже скучаю."	2
"Позвони "	0
"Прошу Вас перезвонить мне на номер +79506384087"	1
"Мы с Анькой кататься сейчас поедем будешь выходить?"	1
"Поздравляю тебя с днем рожденьяИ хочу от души пожелать,Чтобы не было в жизни сомнений,Вкус побед чаще всех ощущать!А еще тебе - ласковых взглядовОт родных и любимых людей.Пусть друзья всегда будут рядом,Много новых и светлых идей!"	1
"Прошу Вас перезвонить мне на номер +79506407102"	1
"8 910 254 93 25Сергей торт 15 октября галерея"	0
" Хорошо.давай я победу в понедельник и все заберу"	1
"Я перезвоню вам позже."	0
"Голосовая почта МТС. Абонент +79633586451 оставил сообщение 02/01 в 17:59.  Всего 1 новое сообщение. Прослушать - 0860, в роуминге пользуйтесь номером общего доступа."	0
"Вы че где?)"	1
"Ты машину то забрал, или она там?"	0
"Хотелось бы верить"	0
"Ясно ну заелись"	0
"Ага, он к нам едет, сейчас я ему скажу, чтоб набрал"	0
"Я за рулем."	0
"Это список, галочкой отмечены кто получил"	0
"У Вас есть 3 пропущенных вызова(ов). Последний вызов был 18.10.2016 в 10:45."	0
"8 (906) 118-84-61"	0
"Я в сети и доступен для звонка (03.10.16, 12:40) "	0
"Вам голосовое сообщение от этого абонента. 23/09 в 19:03Прослушать-600,в роуминге +79046000600"	0
"Там вместо ноты 8 "	0
"Привет,Александр! Бабушка спрашивает,когда ей вернут документы. Исполни обещание,а то ай ай ай :-)"	1
"Пачещ свет"	0
"Никита ЗДАРОВА!!!! Ты жив  и здоров? :-) я снова про пивас:-) "	1
"Ты милая наглая морда)))"	1
"У Вас есть один пропущенный вызов 21.09.2016 в 19:35."	0
"агентство недвижимости #Риэлт-ком#. Труда 84,офис 501/2.Сайт компаний:риэлт-ком.рфБуду рада вам помочь.Виктория."	0
"Я буду ходить проверять"	0
"А как я говорю???она сама сказала что он заменитель толика"	2
" Мы с сыном спать спокойной ночи"	1
"Я знаю чего и как хочеш ты, но давай подумаем и обо мне"	0
"Я этому скоро набью ебло он заебал фыркать !!!!! Но ты не волнуйся я здержусь "	1
"Как освободишься сделый звонок"	0
"Давай вечером тогда)))"	1
"Здарова.  Подберешь? "	1
"Прошу Вас перезвонить мне на номер +79502029671"	1
"У Вас есть один пропущенный вызов 07.09.2016 в 18:15.Отправьте на номер друга SMS в формате #100 - переведите ему 100р (ком.от 1%)"	0
"грустно без тебя.Очень не хватает тебя....хочу к тебе"	1
"Ты уже на работу собираешься? Как ты без меня?когда еще позвонишь?"	0
"4276400035228536"	0
"Хорошо"	1
"Точно"	0
"Я занят. Перезвоню вам позже."	0
"Николай, есть новый сайт SarVita.ru, подай туда объявление #Sd4Ffi"	0
"Я дома все нормально:)"	1
"Бес была"	0
"У тебя кальян ещё остался?"	0
"Попробуйте бесплатные видеозвонки в ICQ https://icq.com/invite/696181662"	0
"Еееее"	1
"rugopru.ru/fex вот, фото Роман прeдлагаю oбмeн с доплатoй"	0
"Эээ саид тебя уволили"	1
"Ты не проспишь ?"	2
"Все я тебе больше не мешаю живи своей жизнью"	2
"Я такими делами не занимаюсь, я ж фригидная)))"	1
"Хорошо проверка уже приехала."	1
":) :) :) зайди и поешь  "	1
"Зольная э то Дениса (не нашего),для себя пометь!"	2
"   да? Что не так то я сказал"	2
"Абонент +79638889995 звонил Вам 1 раз(а), последний звонок 08/10 22:48.МТС."	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Номер счёта пришли"	0
"С родителями, но сейчас пока у меня стресс и у девок, мы живем в троем)))"	1
"Нет абсолютно не ахуела,я говорю то что вижу"	1
"На работе"	0
"+7 (904) 539-19-66"	0
"Тогда завтра"	0
"Понял,отдыха."	0
"4276 7200 1331 7740"	0
"НЕ ПЕРЕЗВАНИВАЙ Я ТЕБЕ ЗАВТРА САМА ПОЗВОНЮ "	2
"У Вас есть один пропущенный вызов 10.09.2016 в 12:18."	0
"+79500312474 Лизин телефон,  кинь ей 300руб."	0
"Это во сколько?"	0
"Толик согласился что по крестили без него а его записали.значит решено крестим в ночбре.я спать сладких снов"	1
"У меня такой интернет тупой"	2
"Пропущенные вызовы: +79634961096 (1) последний 29.12.14 в 14:04"	0
"нет дома работаю"	2
"Спасибо"	1
"Глушитель отдельно продадите от цф мото лидер?"	0
"Вам голосовое сообщение от этого абонента. 24/09 в 18:42Прослушать-600,в роуминге +79028300017"	0
"Я бухаю сегодня не  несмогу встретил друзей с со старого двора."	2
"Хорошо если приеду до обеда то встретимся.если приеду в кострому вечером.то во вторник.договорились?"	1
"Вы как сможете ???"	2
"Вы замариновали мясо?"	0
"там было треть бутылки, вот треть и буду должна"	0
"Газпром 7005830002940732    Газойл 0019304"	0
"Ты задолбал не брать телефон. Все. Завтра убирается вместе. Это твое наказание!СРОЧНО ПОЗВОНИ МАМЕ НА ВАЙБЕР СРОЧНО"	2
"4276832013284901 Андрей Юрьевич"	0
"У меня физ-ра в 17:40"	0
"Я закроюсь на ключ.У тебя ключи с собой?"	0
"У Вас есть один пропущенный вызов 04.09.2016 в 19:49."	0
" Бота села мы не дома ещё"	2
"Ладно сам доеду"	0
"Там пиздец,зубы выбило,шея сломана говорит"	2
"приедешь домой сразу пиво положи в морозилку"	0
"Зай.чего молчишь"	1
"я на совещании наберу как освобожусь"	0
"Где спокойной ночи ?("	2
"И давно ты меня там нашёл?"	0
"Я не могу сейчас говорить."	2
"Время то ведь много ужеВыезжай за мной"	0
"Я в сети и доступен для звонка (12.03.16, 14:49) "	0
"Спокойной Ночи, Соскучилась"	1
"У тебя видимо денег нет на телефоне. Я папу попрошу тебе кинуть. И смс в крайнем случае посылай - дорого. Найдешь вай фай набери"	2
"хочешь приезжай покурить выйдем "	0
"Возьми"	0
"Может тебя все таки что то не устроило??"	2
"Мы так и поняли"	0
"Наташ, привет. Дай мне пож-та информацию по оплатам... Какие суммы и когда пройдет оплата. Мне очень нужна от тебя информация до 9.30. "	1
"Сереж или приедешь за мной посидим))("	1
"Пап привет. Извиняюсь. Пока вчера тебя ждал. Помыли Даньку и отрубились как убитые. Ночь же прошлую вобще не спали."	0
"И холодильник не работает"	2
"Это не твоя карта,а Дениса.У тебя своей нет что-ли?"	2
"Ахренеть блин, хорошо"	0
"Нехуй эсерга"	2
"У меня другой вызов. Перезвоню позже."	0
"Расписывай. Ты мне уже много чего расписал, Саша, мне хватило на то чтобы сойти сума от разрывающей боли которая остаётся после всех твоих разъяснений. Я не побегу завтра делать аборт, но ты настрой себя на то что решение принято."	2
"Мама меня съела с распросами)))"	1
"Доброе.все хорошо.сейчас поцеловать не могу он у мамы заберу поцелую,спалось пускай будет нормально.твои как дела"	1
"Вам голосовое сообщение от этого абонента. 16/09 в 17:55Прослушать-600,в роуминге +79028300017"	0
"Ты почему не написал ???"	2
"Все хорошо. Ок, до завтра)"	1
"Так, купить че-нибудь"	0
"Вам голосовое сообщение от этого абонента. 04/02 в 10:53Прослушать-600,в роуминге +79534400600"	0
"Спасибо"	1
"Доброй ночи! Ты спишь?"	1
"Завтра перевезем наверное"	0
"так кто ты?"	0
"Вас срочно просит позвонить абонент +79507872989"	1
"Что?!!?"	0
"25косарей"	0
":-)  сразу домой"	1
"А машин"	0
"Сижу думаю.нашего ребёнка кто то сильно испугал,ночами стал кричать.....надо его срочно крестить"	1
"Код: 1740724Это код для смены пароля от Вашей страницы ВКонтакте."	0
"А во сколько  подьем?  "	0
"Можешь не ехать"	2
"Извини за мной водотель приехал,машину все таки дали в порт ехать,не успела написать(извини "	0
"Вам голосовое сообщение от этого абонента. 18/10 в 10:44Прослушать-600,в роуминге +79043000600"	0
"Пропущен вызов от абонента +79508578264. Время вызова 17:16 18.06.2016"	0
"У меня экзамен"	0
"А завтра весь день занят будешь! "	1
"Мне самой интересно)))"	1
"У Вас есть один пропущенный вызов 06.09.2016 в 20:01."	0
"http://vk.com/id30132655"	0
"Куда????"	2
"О чем ты хотел поговорить со мной?????"	2
"Пачему????????"	2
"Капец а сегодня у тебя никак?"	2
"Будь там. Где там?"	0
"Ты помнишь куда подходить?"	0
"Миха а помнишь про анжелкину машину"	1
"Я понимаю но этот камбинезон на две зимы и две осени ты его увидеть и поймешь что это лучший вариант.его хватает по росту почти до двух лет"	0
"Вас срочно просит позвонить абонент +79505585145"	0
"Н/обр х25 стоит 3700"	0
"Здорова!!! Как дела? "	1
"Брякни"	1
"Я в душе зай"	1
"Привет Сань.  с коробками беда. На остатках нет ничего. А с нуля запустить коробку стоит очень дорого.   лучше поискать подходящую коробку под твои размеры из микрогофрокартона и нанести на нее Что захочешь при помощи Прямой печати, обойдется в рублей 100-150 за коробочку"	1
"Ты где"	0
"Теперь товар разбераю. А ты чем занет? "	0
"Доброе утро....сынишка хорошо,с горем на пополам уложила....что делаешь???"	1
"Оставлю 1000 здачу оставишь"	0
"Жека, ты уехал в новолягу?"	1
"140-95.получается та незнаешь куда 45 тысяч дел?это как???"	2
"Извините, я занят. Перезвоните позже."	1
"+7 (922) 197-07-77"	0
"Да, все ок, согласовала условия.Нат я голову положила, что у меня оригиналы будут до 10.02.14 отправь скорее плиз))"	1
"Напиши что хотел"	2
"Че желание работать пропало?"	0
"+7-950-227-20-40"	0
"Здравствуйте это Мариано. Сегодня не получится наш встречи. Вечером позвоню "	0
"Ты когда приедешь? Не"	2
"Ого, зачем так много?"	0
"Прошу Вас перезвонить мне на номер +79506407102"	0
"Сашь, это соседка Света дай катин номир пожалуйста"	1
"У Вас есть один пропущенный вызов 18.10.2016 в 11:22."	0
"Спасибочки большое! :-* "	1
"Вам голосовое сообщение от этого абонента. 23/09 в 18:48Прослушать-600,в роуминге +79046000600"	0
"Пиши в вибере, не трать деньгни"	1
"Привет, добавлю тебя когда появится интернет)"	1
"Я тоже только что"	0
"Батыр,Я по вашему Обявлению Поменяемся? ФОТКИ crods.net"	0
"На телефон не пишиии"	0
"Сейчас звони "	2
"Договор продлен. С 09.04.16 по 09.03.17 арендная плата 17000 руб.+ кв.плата. Число;  подпись ."	0
"Грудинка 3кг язык 10шт оливки/маслины по20б. Цукини 5кг киви2кг лаваш армян. ТОНКИЙ 5 пачек(10штук) сулугуни 5кг сливочный сыр10кг масло раст. Масло оливк"	1
"Зай.заблудимся.я за дорогой смотрю"	1
" Где на ногу мне делал с другой стороны"	0
"Пиши на белом листе а не из тетради вырывай"	2
"Выходи."	0
"придешь домой помой ванну мочалкой с мылом и замочи накидку с маминого дивана и наши с кресла"	0
"Я как должна туда добраться"	2
"Проснулась на на работу иду . Спалось хорошо "	1
"Огурцы, хлеб, молоко, киндер, что то на хлеб"	0
"На работе"	0
"Это ты у Михалыча спроси, он тебе расскажет☺"	1
"Вам голосовое сообщение от этого абонента. 15/09 в 15:24Прослушать-600,в роуминге +79046000600"	0
"Давай "	1
"Позор тебе,быть нибридом"	2
"Прошу Вас перезвонить мне на номер +79502029436"	1
"для чего?"	0
"Скажи пусть даст"	2
"На раб.позже наберу"	0
"А ты где?)"	1
"Я Вам звонил(а) 25/06 в 16:55."	0
"‎Установите WhatsApp на свой смартфон. Скачайте приложение сегодня с https://whatsapp.com/dl/"	0
"А в пол 3 не получится?"	2
"У вас есть один пропущенный вызов 06.07.2016 в 22:02."	0
"Антон ты разговаривал с Сашей?"	0
"Кажется мне что ты врешь мне."	2
"Мне бы так. Возьми меня с собой.!"	1
"Там коляску предлогали даром легкую"	0
"Он хочет мальчика певчего"	0
"Ок. Отпишись"	1
"Да, а ты знаешь где ЖД там?"	1
"На улицу выйдешь "	0
"Я в сети и доступен для звонка (22.05.16, 22:13) "	0
"Не дома"	2
"Да пожалуйста))"	1
"От данного абонента пропущено вызовов:1, последний в: 19:07 18/07."	0
"Купи гандоны"	2
"Ты где ответь бля"	2
"Доставлено. Наберите 00079501101564 для вызова за счет абонента."	0
"И денег мне кинь"	2
"Наше фото и такие воспоминания aserti.ru/?1trb U8U"	0
"От данного абонента пропущено вызовов:2, последний в: 13:42 10/09."	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Ну раз не перезваниваешь, то и значит"	2
"Панфиловцев 4В 76 6 этаж"	0
"Я зачем срывалась ?"	0
"Купил таблетки"	0
"лиговский пр 130"	0
"Абонент снова доступен для звонка"	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Никита,вобмен устроит?savecy.com по обья-ию."	0
"Ты где?"	0
"Все ок, выдыхай"	1
"Да у меня тут пиздец тоже )) "	1
"Вам голосовое сообщение от этого абонента. 11/08 в 13:06Прослушать-600,в роуминге +79046000600"	0
"Я Вам звонил(а) 15/07 в 01:37."	0
"Так что затух то"	0
"Сахарок,к 7.00)))"	1
"Ну что там с гайцами"	0
"Абонент +79637437796 звонил Вам 1 раз(а), последний звонок 04/10 17:00.МТС."	0
"Здравствуйте"	1
"Приедешь позвони"	0
"Вас срочно просит позвонить абонент +79504892532"	2
"Неа, я удалил танки.. )"	2
"Услуга «Кто звонил?»: этот абонент звонил Вам 1 раз(-а), последний вызов был в 09:41:58 08.05.2016."	0
" Я же тебя не знаю )"	0
"Виталя ты что на приколе что ли да ???? "	2
"Копоче, смодешь простишь нет дк нет, я сильно устала хочу отдохнуть, не изменять не чего такого я не собираюсь"	2
"Ну нет я завтра заплачу и пока отключу....."	0
"Щас с мамой в один магаз еще зайду и буду свободна"	1
"Я на работе до 21ч.☺"	1
"Я на собраниеВ 11:30 закончится."	0
"Сказать что мне говорят в больнице и дома . Совета спросить"	0
"Почему же?"	0
"Мих заедь в магаз"	1
"Играли в баскетбол"	0
"Денчик"	1
"В кино собираюсь "	0
"Это мой номер "	0
"ну вы сначала зайдите "	0
"Я работаю"	0
"От данного абонента пропущено вызовов:2, последний в: 21:20 21/05."	0
"Да,сашка-букашка"	1
"Я в сети и доступен для звонка (18.04.16, 01:25) "	0
"Чем занимаешься???"	2
"Позвони потом"	0
"Хорошо"	1
"У Вас есть один пропущенный вызов 26.07.2016 в 11:29."	0
"Не знаю))блин.мне нужен другой честер.мне обувь понравилась,но размера нету.а еще там стоят мои осенние которые померли))"	1
"У Вас есть один пропущенный вызов 23.09.2016 в 12:35."	0
"Я за рулем. Перезвоню позже."	0
"Если не сложно"	2
"Сегодня байкеры будут после 12, придумай для них тоже развлечения"	0
"89089512431"	0
"Кто звонил+! Непринятые звонки: +79632546282: (3) последний в 00:24 29/11"	1
"8-921-182-13-21 Анастасия (Сергеевна) Филиппова "	0
"В 11-30 взвешивание"	0
"Вова есть Кристины номер которая с нами на шашлыках была?)"	1
"Кирил так ты вышлишь мне срочно надо а то буду решать"	0
"+79683988350Паха"	0
"ну всё пропал"	0
"Прошу Вас перезвонить мне на номер +79506595939"	1
"89603888559"	0
"Как ты мог подумать что я выпившая приехала за ребёнком.ты вообще думаешь???"	2
"Не знаю, а что так?"	2
"Идёшь?"	0
"Добрый вечер Саша! Как отработал неделю? Какие планы на субботу и воскресение? Твой отец."	1
"Леха здорово, с днем варенья здоровья хорошего настроенья"	1
"Спасибо )))"	1
"Не могу ответить. Перезвоню позже."	2
"Ваще дамой не приду"	2
"Нет, переходник не нужен, иди домой "	2
"В жопу пусть себе засунит.)))"	1
"Почему так переставляешь?"	0
"Хорошо"	1
"15 зубов?"	0
"Че ток свет дали?"	0
"Если квас считается алкоголем то да.я полторашку кваса выдула"	0
"Не вижу"	2
"И ревнуеешь"	0
"+7 (921) 957-84-81 Стружка по 7 и пер 1500 и по 140 Бэги на замен"	0
"Мы не надолго"	2
"Короче отменяется"	0
"По другому и быть не может.. Ай короче смысла общаться дальше не вижу..."	2
"Охренеть.маман подсказала????"	2
"Пожалуйста, пополни мой счет"	1
"О. Корсика"	0
"Давай поже))"	1
"Я жду!!!!"	1
"...,Обмен интерeсен,c мoей доплaтой? avito-img.ru фото,"	2
"Че ты где?"	0
"че то у меня так резко настроение испортилось, хочу мимими и обнимашек"	1
"У родственников"	0
" Мммм.а маме не дорого звонить"	2
"С Новым Годом!"	1
"Хочешь угостить?"	0
"Доброе утро зай????"	2
"А ты обеспечил меня и ребёнка???если б иы давал нам деньги на проживание на питание на одежду я б не работала"	2
"Я знаю.пришёла написано долг на дату печати 10124 и эта оплата 3424,получилось 13580 и вычесть 11700 получилось 1848 долг.не так посчитала"	2
"Ещё не освободился?"	2
"Если ты так считаешь пускай будет так мне надоело спорить,я хотела тихой семейной жизни а получила срыв "	0
"+7 (904) 556-47-24 Посёлок тярлево,мет-7,5 перев.-1,5.на обед С 14-00"	0
"Кушать пошел? "	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Ваш проверочный код Google: 919658"	0
"Лех потом"	1
"Уже почти два часа прошло. Мистер пунктуальность"	0
"Кто звонил+! Непринятые звонки: +79632546282: (3) последний в 00:24 29/11"	1
"У Вас есть один пропущенный вызов 12.09.2016 в 18:57."	0
"У Вас есть один пропущенный вызов 01.09.2016 в 20:32.Беспокоитесь о близких? Узнайте, где они сейчас! Попробуйте бесплатно!*566*44# (0р/7дн)"	0
"У Вас есть один пропущенный вызов 07.09.2016 в 12:38."	0
"Да я то помню.это ты забыл когда уехал не сказал ничего и наказал всем ничего мне не говорить"	0
"Вам голосовое сообщение от этого абонента. 11/02 в 14:04Прослушать-600,в роуминге +79046000600"	0
"Че за хуйня че бля трубки не берешь"	2
"На п2 нет"	2
"Да,сашка-букашка"	1
"Перевели аванс"	0
"89648749324"	0
"Их уже выкинули"	0
"Прошу Вас перезвонить мне на номер +79502029436"	1
"Большой   или   маленький  данил  как"	0
"Артем это леха из каменска"	1
"Savvy@inbox.ru"	0
"Я в сети и доступен для звонка (01.10.16, 12:34) "	0
"Мне кажеться это большинству нравиться "	1
"помой ванну и замочи мамино покрывало и наши с кресла"	0
"Зарабатываю расплачусь"	0
"Кто звонил+! Непринятые звонки: +79632546282: (3) последний в 00:24 29/11"	1
"Я не на принцип пошла,у меня до сих пор сердце болит,я тебя по человечески попросила"	2
"Я за Дашкой поехал"	1
"Перезваню"	0
"Пожалуйста."	1
"Зольная 11"	0
"А.ну если так.хорошо.с бабами то лучше,чем со мной"	1
"А люди???а на чем въехал???"	2
"У Вас есть один пропущенный вызов 21.10.2016 в 20:47."	0
"Я на месте,жду тебя)"	1
"Сегодня не обнимал меня, и кстати мне прохладно было"	2
"Слушай а ты кто? У меня твой номер сохранен"	0
"Ваша просьба перезвонить получена . Возьмите «Доверительный платеж», набрав *141# и мы временно пополним Ваш счет, чтобы Вы оставались на связи. Чтобы узнать сумму и стоимость услуги, наберите *141*7#.  Вы также можете пополнить баланс с банковской карты без комиссии на oplata.beeline.ru."	0
"Почему не отвечаете, я могу уехать"	2
"Значит увольняйте по статье,"	0
"Вам голосовое сообщение от этого абонента. 19/06 в 18:30Прослушать-600,в роуминге +79046000600"	0
"Так пусть тебе теперь перевезет объём"	0
"Ну и что"	0
"В вилку пойдешь?"	0
